action,course_id,course_number,current_title,current_credit_hours,current_designated_semester,current_offered_periods_json,current_standing_requirement,current_additional_requirements_text,current_min_section_size,new_title,new_credit_hours,new_designated_semester,new_offered_periods_json,new_standing_requirement,new_additional_requirements_text,prereq_numbers_semicolon,coreq_numbers_semicolon,notes
,806efbe4-e047-4221-91e4-ad3407696dbf,Civ Engr 215,Computer Applications for Civil Engineers,3.0,,,,,6,,,,,,,,,
,d68cc4e1-4038-4fda-a85c-27e0dd205477,Civ Engr 330,Elementary Structural Analysis,3.0,,,,,6,,,,,,,,,
,88819fba-98dc-4e4e-bd11-e1511b748fba,Civ Engr 351,Civil Engineering Practices - Field Engineering,3.0,,,,,6,,,,,,,,,
,79ecf3a5-2565-4b42-a721-fad0ce9a5210,Civ Engr 352,"Lightweight Concrete Design, Analysis, and Construction",3.0,,,,,6,,,,,,,,,
,95b4625f-4268-4b82-b826-b779c7c41e90,Civ Engr 355,Blast Effects and Protective Structures,3.0,,,,,6,,,,,,,,,
,db66b640-3e0e-42b4-afa8-931f71fdaec1,Civ Engr 356,Introduction to Sustainability,3.0,,,,,6,,,,,,,,,
,760e34c9-45aa-4de2-83eb-d43c0f10dba6,Civ Engr 361,Fundamental Hydraulics,3.0,,,,,6,,,,,,,,,
,ec405fa3-d107-4d8b-b7f8-b8717cba2683,Civ Engr 362,Introduction to Environmental Engineering,3.0,,,,,6,,,,,,,,,
,304667aa-1786-408f-8696-31721ef75502,Civ Engr 363,Humanitarian Engineering,3.0,,,,,6,,,,,,,,,
,a5d9fa48-66f9-497e-8890-9b4f6309796f,Civ Engr 372,Behavior and Analysis of Structures,3.0,,,,,6,,,,,,,,,
,9a142565-1856-4033-8fe3-a3d96ac8a6c1,Civ Engr 373,Behavior and Design of Steel Members,3.0,,,,,6,,,,,,,,,
,23ed6f5a-8bd9-4ef7-8da7-c4a0d62ba86d,Civ Engr 376,Submittal of bridge design and construction documents to the U,3.0,,,,,6,,,,,,,,,
,1387fe8f-a0f6-48ec-99a7-041214285ea4,Civ Engr 377,Forest Service Bridge Construction Planning,3.0,,,,,6,,,,,,,,,
,2162c316-e17a-475a-959a-58b63792bdb6,Civ Engr 378,Forest Service Bridge Construction,3.0,,,,,6,,,,,,,,,
,0a12c171-fff5-4c24-a5e3-35014b59e123,Civ Engr 385,Project Management and Contract Administration,3.0,,,,,6,,,,,,,,,
,cdbc1200-07db-4c7d-98a4-07f4e70bf37a,Civ Engr 390,Introduction to Geotechnical Engineering,3.0,,,,,6,,,,,,,,,
,f0dd6acc-81f2-4826-8271-dc9cfdc8f322,Civ Engr 405,Civil Engineering Seminar,3.0,,,,,6,,,,,,,,,
,43e38f24-732e-48e7-95b9-802fb1a33782,Civ Engr 451,Civil Engineering Capstone 1,3.0,,,,,6,,,,,,,,,
,9fbb5ac9-48a6-479c-a229-1bc2cd60b3f4,Civ Engr 452,Civil Engineering Capstone 2,3.0,,,,,6,,,,,,,,,
,e7ac4ed1-827a-4154-95a3-bd6c540da963,Civ Engr 456,Sustainability Capstone,3.0,,,,,6,,,,,,,,,
,3903a25e-bd44-4bc1-a63c-5bf73ee69da0,Civ Engr 461,Hydraulic Design,3.0,,,,,6,,,,,,,,,
,4021276d-3990-456e-96c8-083683b447ba,Civ Engr 462,Systems Engineers will have this prerequisite waived,3.0,,,,,6,,,,,,,,,
,ae5112cc-e21d-4353-bc4f-8b32f0f81e61,Civ Engr 463,Wastewater Treatment Plant Design,3.0,,,,,6,,,,,,,,,
,77d8c170-5863-4686-b8c4-f9c459ccad84,Civ Engr 464,Architectural Design,3.0,,,,,6,,,,,,,,,
,2366d7ab-a52e-4126-8559-b9dfbc9a492c,Civ Engr 473,Structural Design,3.0,,,,,6,,,,,,,,,
,9c02f2f2-5b67-48e2-87f8-021c4483f57b,Civ Engr 474,Behavior and Design of Concrete Members,3.0,,,,,6,,,,,,,,,
,c050f189-3dac-4d25-81cd-bb701281eec0,Civ Engr 485,Construction Engineering and Management,3.0,,,,,6,,,,,,,,,
,c2610bca-d82b-4d9f-9481-ce500215a05a,Civ Engr 486,Applied Construction Practices,3.0,,,,,6,,,,,,,,,
,adc0a5e2-a5da-46af-af94-9aa091d3704a,Civ Engr 486X,Applied Construction Practices,3.0,,,,,6,,,,,,,,,
,4663e42d-ddba-4658-90f2-a33252dc7acf,Civ Engr 488,Pavement Design and Rehabilitation,3.0,,,,,6,,,,,,,,,
,9932c9ac-4a2e-4b02-a3cc-8da41c3bbf46,Civ Engr 493,Geo-Structures,3.0,,,,,6,,,,,,,,,
,50e2a8a9-68a3-4868-8f55-9eabc5480649,Civ Engr 496,Airfield Design,3.0,,,,,6,,,,,,,,,
,8e6a9289-04ab-41f9-ae89-d7122d2047a8,Civ Engr 499,Independent Study,3.0,,,,,6,,,,,,,,,
,18067658-8d90-4253-b0d1-d14f602150cb,Civ Engr 499A,Independent Study,3.0,,,,,6,,,,,,,,,
,67f7b31c-1b53-4d51-b4ae-2e5614147ceb,Civ Engr 499B,Independent Study,3.0,,,,,6,,,,,,,,,
,f37602be-8229-4a1e-ad45-8b052ae9f975,Civ Engr 499C,Independent Study,3.0,,,,,6,,,,,,,,,
,66199caf-5280-4690-8c10-a441ea419f5a,Comm Strt 101,Introduction to Communication,3.0,,,,,6,,,,,,,,,
,3a7d7b18-a86b-447d-a6e3-4373cfd335e2,Comp Sci 110,Introduction to Computing and Cyber Operations,3.0,,,,,6,,,,,,,,,
,9cb6b5f2-a7c6-4c79-88c1-6eebb7e4c1fa,Comp Sci 110S,Introduction to Computer Science and Cyber Operations for Scholars,3.0,,,,,6,,,,,,,,,
,eba0e7d7-9b8a-4b46-9ef9-26631f456264,Comp Sci 206,Fundamentals of Programming for Engineers,3.0,,,,,6,,,,,,,,,
,e5497aff-d25c-4d7c-9535-0c4c19235ae1,Comp Sci 210,Programming Fundamentals,3.0,,,,,6,,,,,,,,,
,faa31aa3-ad77-44c4-9c19-b31d3f06f8a3,Comp Sci 211,The Course Director may waive Comp Sci 211 with evidence of prior MatLab skills,3.0,,,,,6,,,,,,,,,
,fcfdfea3-45ad-4e8c-99af-0f6216db9a23,Comp Sci 212,Introduction to Programming for Analysts,3.0,,,,,6,,,,,,,,,
,67ed4298-3365-4198-acde-a8b4eb944392,Comp Sci 220,Data Structures and Systems Programming,3.0,,,,,6,,,,,,,,,
,5a1c7026-9e5b-43d1-8bee-e701e4af6d9c,Comp Sci 314,Quantum Computation,3.0,,,,,6,,,,,,,,,
,9e5d1fe8-41fc-4d9e-9e8b-9cea2a4fd1ae,Comp Sci 330,Software Design and Development,3.0,,,,,6,,,,,,,,,
,276eced1-033e-4202-bd80-0bbba21ffdc3,Comp Sci 350,Software Engineering,3.0,,,,,6,,,,,,,,,
,13530318-f278-44ba-810d-5a1ad58c4324,Comp Sci 351,Computer Organization and Architecture,3.0,,,,,6,,,,,,,,,
,7aa3727d-2279-404e-bdb9-ea25bf31a992,Comp Sci 362,Computer Simulation,3.0,,,,,6,,,,,,,,,
,04c8cfd4-c53d-42ab-b349-2c0914453a7f,Comp Sci 364,Databases and Applications,3.0,,,,,6,,,,,,,,,
,5452e55e-0ec4-4788-868b-02b86b631714,Comp Sci 380,Design and Analysis of Algorithms,3.0,,,,,6,,,,,,,,,
,206d2450-d407-4889-bf06-d493c6b9e4e2,Comp Sci 385,Software Dev for Mobile Devices,3.0,,,,,6,,,,,,,,,
,e2bf9081-3c6b-474c-82dc-a81e6e13616d,Comp Sci 405,Computer Science Colloquium I,3.0,,,,,6,,,,,,,,,
,b243d5cb-fcd9-4fed-9100-902f8a49bd77,Comp Sci 406,Computer Science Colloquium II,3.0,,,,,6,,,,,,,,,
,c98cc6fa-23f0-42e3-b294-cac0e0e100ac,Comp Sci 426,Languages and Machines,3.0,,,,,6,,,,,,,,,
,cfae86a1-6450-4d55-85dc-1a47635f2289,Comp Sci 453,Software Engineering Capstone Project I,3.0,,,,,6,,,,,,,,,
,a0514c74-48e9-4b2b-b632-6ac24888ddf4,Comp Sci 454,Software Engineering Capstone Project II,3.0,,,,,6,,,,,,,,,
,5d7ba387-5aa7-4b4f-bac8-d528f23fd133,Comp Sci 467,Computer Networks,3.0,,,,,6,,,,,,,,,
,c6854b6c-e731-4f22-a1d9-5cbf2d31f512,Comp Sci 471,Artificial Intelligence,3.0,,,,,6,,,,,,,,,
,32b1f815-25fd-4e70-bbea-f1b5f11fa97b,Comp Sci 472,Autonomous Systems Integration,3.0,,,,,6,,,,,,,,,
,6fb7a7ef-e987-4c32-bc92-6332b518aa1c,Comp Sci 483,Operating Systems,3.0,,,,,6,,,,,,,,,
,0dbd10fb-ace0-402f-b62c-9794dc8035f2,Comp Sci 495,Special Topics,3.0,,,,,6,,,,,,,,,
,76d82a37-4b6d-4851-ad0e-1a45d16357b1,Comp Sci 496,Computer Science Seminar,3.0,,,,,6,,,,,,,,,
,735b9c03-9c9d-4718-b097-ec48ee4e0bf9,Comp Sci 499,Independent Study,3.0,,,,,6,,,,,,,,,
,2c35ebfc-2640-4cae-8e1b-e23bc71a2e90,Comp Sci 499A,Independent Study,3.0,,,,,6,,,,,,,,,
,8b0d8f00-6d01-42da-a014-c57f075902bc,Comp Sci 499B,Independent Study,3.0,,,,,6,,,,,,,,,
,4f3135aa-9f21-4790-a37c-68736963c9b5,Comp Sci 499C,Independent Study,3.0,,,,,6,,,,,,,,,
,756f6f26-da49-4fd2-ac1b-4fd4dc3f5ab8,Creat Art 300,Creative Writing: Prose (Fiction/Nonfiction),3.0,,,,,6,,,,,,,,,
,b48e3711-d953-48fe-9674-4c16425e918e,Creat Art 305,"Creative Writing: Poetry, Drama, Adaptation",3.0,,,,,6,,,,,,,,,
,0d33c670-ad41-42c3-b76f-f2e45baaa8a8,Creat Art 310,Film Studies,3.0,,,,,6,,,,,,,,,
,76a01eb8-a39f-4b31-aa0e-e96f1534e8ad,Creat Art 315,Drawing and Visual Design,3.0,,,,,6,,,,,,,,,
,91af10cb-43d6-4ff3-8401-e9bb50a74e30,Creat Art 320,Painting,3.0,,,,,6,,,,,,,,,
,ebc431e3-834b-4e94-9d97-11fd8ccaf346,Creat Art 325,Art of Photography,3.0,,,,,6,,,,,,,,,
,5345f22a-7965-480f-9f75-1843156a38fa,Creat Art 330,Art Seminar,3.0,,,,,6,,,,,,,,,
,b82e91c8-dd6d-4409-a58a-4c2c856a4a9a,Creat Art 335,Music Seminar,3.0,,,,,6,,,,,,,,,
,977db3c1-5bb3-462b-a5e4-28ae7b1eac28,Creat Art 340,Fiction and Future Conflict,3.0,,,,,6,,,,,,,,,
,7cbb93d8-73ef-41cc-8d7f-637745858abf,Creat Art 495,Special Topics,3.0,,,,,6,,,,,,,,,
,08051447-8265-4f3a-82fb-8796e81348dd,Creat Art 499,Independent Study,3.0,,,,,6,,,,,,,,,
,db67e8ac-62c8-4e12-827d-a0c095d5b50f,Creat Art 499A,Independent Study,3.0,,,,,6,,,,,,,,,
,0145e58e-a0c6-448e-a0c2-47fbbb184a23,Creat Art 499B,Independent Study,3.0,,,,,6,,,,,,,,,
,b08d26f5-c04e-449f-8af2-6dbbe890c762,Creat Art 499C,Independent Study,3.0,,,,,6,,,,,,,,,
,0bffbb88-2e93-4153-97c9-bbfee6db98ba,Cyber Sci 333,Cyber Warfare,3.0,,,,,6,,,,,,,,,
,e38f3ffa-9ea5-47bc-84c2-00db15506cc7,Cyber Sci 334,Cyber Defense,3.0,,,,,6,,,,,,,,,
,a901c937-bba5-4575-8aff-fc860573a570,Cyber Sci 405,Cyber Science Colloquium I,3.0,,,,,6,,,,,,,,,
,68d6458a-20f5-4014-9e90-84e65da6f01f,Cyber Sci 406,Cyber Science Colloquium II,3.0,,,,,6,,,,,,,,,
,c981669f-940a-4b6f-8263-e1cda83ddfdc,Cyber Sci 431,Cryptography,3.0,,,,,6,,,,,,,,,
,598e698b-b6e0-41bb-a06e-e30e8ba2511b,Cyber Sci 435,Cyber Operations,3.0,,,,,6,,,,,,,,,
,2e782535-f028-4e85-b184-ffb2cd8582f2,Cyber Sci 438,Cyber Science Capstone I,3.0,,,,,6,,,,,,,,,
,7cd8b8db-e08a-4c18-8372-09087627eefc,Cyber Sci 439,Cyber Science Capstone II,3.0,,,,,6,,,,,,,,,
,292deab8-79ee-4cb1-9595-a0d0da439fba,Cyber Sci 495,Special Topics,3.0,,,,,6,,,,,,,,,
,e54131f1-25bc-46ff-b6d1-ae89bf9d3d95,Cyber Sci 499,Independent Study,3.0,,,,,6,,,,,,,,,
,08782081-fa9c-4fdc-9e4b-3db0ead5cbaa,Cyber Sci 499A,Independent Study,3.0,,,,,6,,,,,,,,,
,57aa3f8e-2fa2-44c9-a91d-9a6c3006d89a,Cyber Sci 499B,Independent Study,3.0,,,,,6,,,,,,,,,
,95c5c36a-90a3-4f9e-9bdd-51ef9f5ccd28,Cyber Sci 499C,Independent Study,3.0,,,,,6,,,,,,,,,
,271882fc-c4a3-4b30-b5e5-db59de135548,Data 364,Data Acquisition and Management,3.0,,,,,6,,,,,,,,,
,35d6ce62-2370-40e4-9d49-6756219e078a,Data 421,Data Science Capstone I,3.0,,,,,6,,,,,,,,,
,b3c703d8-25a9-4b12-b622-06f17dbecd4d,Data 422,Data Science Capstone II,3.0,,,,,6,,,,,,,,,
,2700c65c-0750-4936-ab3a-fcbac0016dbe,Data 495,Special Topics,3.0,,,,,6,,,,,,,,,
,e610dca6-742a-4c13-a866-c4b75cb3c94c,Data 499,Independent Study,3.0,,,,,6,,,,,,,,,
,22e166d2-9079-4444-9a04-bfcba3072fe6,Data 499A,Independent Study,3.0,,,,,6,,,,,,,,,
,31360f59-e29b-48c7-8679-313a05cfa432,Data 499B,Independent Study,3.0,,,,,6,,,,,,,,,
,f708c31b-5169-4a57-bafd-3123c3af4978,Data 499C,Independent Study,3.0,,,,,6,,,,,,,,,
,851fc60b-e2ac-4709-a7c9-60c9abe478db,Division Engr 341,Linear Systems Analysis and Design,3.0,,,,,6,,,,,,,,,
,e9ecc0a1-dcf9-43f1-be1e-11da0104a326,Division Hum 200S,Introduction to the Humanities,3.0,,,,,6,,,,,,,,,
,ea852df6-5b2c-4cfd-a6d0-126609613d51,EAP 109,Academic Communication for English as a Second Language Four-year Exchange Cadets,3.0,,,,,6,,,,,,,,,
,5840ed54-892e-46f0-962c-4c414f97eef4,EAP 209,Academic Communication for English as a Second Language Semester-Exchange Cadets,3.0,,,,,6,,,,,,,,,
,2ae9f23a-5817-4b3d-9127-87eac4906a95,ECE 210,Introduction to Electrical and Computer Engineering,3.0,,,,,6,,,,,,,,,
,c5cb9cc0-fcb6-4ac7-9424-65d58902966d,ECE 215,Principles of Electronic Cyber Warfare,3.0,,,,,6,,,,,,,,,
,01ad91af-95b8-45af-b6ed-4cc5e5aa5851,ECE 215S,Principles of Electronic Cyber Warfare for Academy Scholars,3.0,,,,,6,,,,,,,,,
,8beba075-d00a-4b02-90a1-efd186bfe42f,ECE 245,Differential Equations with Circuit Applications I,3.0,,,,,6,,,,,,,,,
,990c2690-28b0-4c7f-81da-70ef8cab4fa2,ECE 281,Digital Design and Computer Architecture,3.0,,,,,6,,,,,,,,,
,29b659c7-cae0-4bff-8843-23cd0e8622b1,ECE 311,Electric Power,3.0,,,,,6,,,,,,,,,
,1ae89bc1-a0c1-44e9-abe8-4a4f5a1b4d1c,ECE 315,Principles of Air Force Electronic and Cyber Systems,3.0,,,,,6,,,,,,,,,
,a9b8f6fa-a084-4a54-9b8c-9734351a9a31,ECE 321,Electronics I,3.0,,,,,6,,,,,,,,,
,a58a5c13-a6fa-4101-981a-d392d2458480,ECE 332,Differential Equations with Circuit Applications II,3.0,,,,,6,,,,,,,,,
,a76284de-fea6-4e41-8672-9860a8453fea,ECE 333,Signal Processing and Linear Systems,3.0,,,,,6,,,,,,,,,
,98d236ac-7b0f-41f0-a38f-ce3207cb8760,ECE 343,Electromagnetics,3.0,,,,,6,,,,,,,,,
,70fac47f-1ff9-499e-8a55-acd7a7ada4b3,ECE 346,Engineering Mathematics with ECE Applications,3.0,,,,,6,,,,,,,,,
,26d94bfd-6af1-41b2-aae0-5f26f97ea616,ECE 348,Telecommunication Principles,3.0,,,,,6,,,,,,,,,
,5877cf68-a849-48f8-9216-61c59ab8ac0f,ECE 360,Instrumentation Systems,3.0,,,,,6,,,,,,,,,
,3cfc8338-b373-4bbb-ae42-1a5e867cd0ff,ECE 373,Digital VLSI Circuits,3.0,,,,,6,,,,,,,,,
,1d08e5a2-e431-44e3-9064-0f41a73b4394,ECE 382,Embedded Computer Systems I,3.0,,,,,6,,,,,,,,,
,4bc2e60c-f75d-4f79-9f73-14ac74cc04a8,ECE 383,Embedded Computer Systems II,3.0,,,,,6,,,,,,,,,
,89d11f18-5d87-4b42-859f-d0e72cda4898,ECE 386,AI Hardware Applications,3.0,,,,,6,,,,,,,,,
,1e192e3b-994f-4bc9-8989-b44a93fbab40,ECE 387,Introduction to Robotic Systems,3.0,,,,,6,,,,,,,,,
,1bcc2f0b-410d-405c-9260-71b9317e673d,ECE 423,Power Electronics,3.0,,,,,6,,,,,,,,,
,4058a739-3ff4-4ec1-9b6c-0b6c39aa1b3c,ECE 434,Digital Signal Processing,3.0,,,,,6,,,,,,,,,
,36e90494-8859-43b2-8c9f-580ab2610491,ECE 444,Applied Electromagnetics,3.0,,,,,6,,,,,,,,,
,80e2969a-e2c4-45c9-9098-5030a26bf285,ECE 446,Applied Communication Systems,3.0,,,,,6,,,,,,,,,
,18c6019f-d7cb-4cf6-bb57-a3209db1d637,ECE 447,Communications Systems,3.0,,,,,6,,,,,,,,,
,741bfa7f-f2ca-4378-9147-adac6d4e9c9c,ECE 448,Applications of Software Defined Radios,3.0,,,,,6,,,,,,,,,
,4e7658e6-dce3-4516-b3e6-f0710e764e26,ECE 463,Capstone Design Project I,3.0,,,,,6,,,,,,,,,
,cfaf1507-b4e8-4266-86a3-533cf91eda77,ECE 464,Capstone Design Project II,3.0,,,,,6,,,,,,,,,
,426dd7d1-7438-457e-8314-54c26376e36c,ECE 472,Instrumentation System Fundamentals,3.0,,,,,6,,,,,,,,,
,c690d75d-4d60-4fbb-a20b-d2cad8c2260e,ECE 473,Introduction to CMOS VLSI Circuit Design,3.0,,,,,6,,,,,,,,,
,a502d9f6-87ab-444a-ae4e-7b5171db517b,ECE 484,Advanced Digital System Design,3.0,,,,,6,,,,,,,,,
,4a6eb203-222a-424b-82e8-16970118c777,ECE 485,Advanced Computer Architecture,3.0,,,,,6,,,,,,,,,
,9396b871-fb7a-48e7-9705-4652e821c509,ECE 487,Advanced Robotics,3.0,,,,,6,,,,,,,,,
,69b32f49-d5a9-416c-86b7-898fb52e2cef,ECE 495,Special Topics,3.0,,,,,6,,,,,,,,,
,d0c64fab-c0e5-419e-89fc-dc671865b572,ECE 499,Independent Study,3.0,,,,,6,,,,,,,,,
,53d91d94-5642-4221-b8fa-6f212022020a,ECE 499A,Independent Study,3.0,,,,,6,,,,,,,,,
,5ab981aa-aad4-4345-a81f-32ae012c9ce6,ECE 499B,Independent Study,3.0,,,,,6,,,,,,,,,
,92305513-26f3-464f-bd06-e1621f8fb5ce,ECE 499C,Independent Study,3.0,,,,,6,,,,,,,,,
,62ba5112-d06c-4d38-87eb-7394398ce294,Econ 201,Introduction to Economics,3.0,,,,,6,,,,,,,,,
,a5ddb85e-5d74-48c3-91b1-398a0353fa45,Econ 201S,Introduction to Economics (Scholars),3.0,,,,,6,,,,,,,,,
,aa3d4840-ad3c-463e-bbba-c884312f22ca,Econ 332,Intermediate Microeconomics I: Competitive Markets,3.0,,,,,6,,,,,,,,,
,d1ea7cef-a654-4caa-a959-dba97ddf797d,Econ 333,Intermediate Microeconomics II: Market Failures and Advanced Topics,3.0,,,,,6,,,,,,,,,
,e32feafa-ee5e-4545-afc8-646df52bcc65,Econ 340,Economics of Inequality,3.0,,,,,6,,,,,,,,,
,96dc6674-968a-4d79-bca9-9841a94a8820,Econ 350,Intermediate Macroeconomics,3.0,,,,,6,,,,,,,,,
,5cdca445-4c73-4f25-8829-365efcc07992,Econ 351,Comparative Economic Systems,3.0,,,,,6,,,,,,,,,
,7039effb-053d-4945-b879-73549cd05fa4,Econ 361,Statistics and Research Methods for Economists,3.0,,,,,6,,,,,,,,,
,40c68e90-5e40-40b4-81b5-7aa54e6abdce,Econ 365,Econometrics I,3.0,,,,,6,,,,,,,,,
,4643ca4f-12b1-4c5d-9c19-443e04992d13,Econ 367,Industrial Organization,3.0,,,,,6,,,,,,,,,
,0ba6cb5d-7f8e-4936-9025-96890084a7e4,Econ 369,Causal Pathways: A Social Science Approach to Interdisciplinary Problems,3.0,,,,,6,,,,,,,,,
,99ec1f67-fe17-487f-ab6d-7d10578e6f89,Econ 374,Survey of International Economics Issues,3.0,,,,,6,,,,,,,,,
,c2287b5d-531d-4b88-bf28-d6eba16b3d36,Econ 377,Financial Markets,3.0,,,,,6,,,,,,,,,
,3646f403-acfc-440f-a6c5-250abcf42861,Econ 411,Introduction to Game Theory,3.0,,,,,6,,,,,,,,,
,e01ded7c-cb2a-4421-bbb8-3ecbdadc6c1b,Econ 422,Labor Economics,3.0,,,,,6,,,,,,,,,
,c6ba1b0f-beca-43d6-986c-f51923e98d29,Econ 423,Administered by the Department of Economics and Geosciences,3.0,,,,,6,,,,,,,,,
,52085587-33d1-4542-ba87-6a8459c78144,Econ 440,Development of Economic Thought,3.0,,,,,6,,,,,,,,,
,b5a6c711-bdf8-4965-9c9f-46cef0ea854c,Econ 447,Quantitative Economic Methods,3.0,,,,,6,,,,,,,,,
,940284a1-fbf6-4600-a038-8aa90105bce1,Econ 450,International Economics,3.0,,,,,6,,,,,,,,,
,23e92dc6-3e3b-457d-9d7e-4f2881168a74,Econ 454,Economics of Development and Conflict,3.0,,,,,6,,,,,,,,,
,2501acdc-a588-4205-ac5f-84fde113e0a9,Econ 465,Econometrics II,3.0,,,,,6,,,,,,,,,
,f6bdb601-1883-4d9b-ab5c-2bc666cbf63c,Econ 466,Advanced Econometrics,3.0,,,,,6,,,,,,,,,
,76d1219b-f261-4ed9-a1ce-c976fb4f4607,Econ 473,Public Economics,3.0,,,,,6,,,,,,,,,
,042511fd-922f-483b-9d1a-822a875967eb,Econ 475,"Money, Banking and Financial Institutions",3.0,,,,,6,,,,,,,,,
,e9b4205f-6fea-484d-b51f-02ea2638c170,Econ 476,The Economics of Sports,3.0,,,,,6,,,,,,,,,
,6a3cdba5-5e84-46a1-a88b-824996f0b35d,Econ 480,Final project,3.0,,,,,6,,,,,,,,,
,c48e66f8-29c4-4593-9691-e92ebb910d80,Econ 481,Applied Economic Research Capstone I,3.0,,,,,6,,,,,,,,,
,acdbc1dc-976a-4cd4-a755-b32c2d7a2f35,Econ 482,Applied Economic Research Capstone II,3.0,,,,,6,,,,,,,,,
,8a71e8da-f446-4ffb-86f0-aeea8357ccf1,Econ 495,Special Topics,3.0,,,,,6,,,,,,,,,
,753c3218-c42a-4933-b6b6-fd448c473576,Econ 499,Independent Study,3.0,,,,,6,,,,,,,,,
,95c9f803-75f6-4b09-b137-75d5b3091ade,Econ 499A,Independent Study,3.0,,,,,6,,,,,,,,,
,b02b7ff9-7fe3-4d4a-af48-f802543572df,Econ 499B,Independent Study,3.0,,,,,6,,,,,,,,,
,3768afd0-2ecd-4a86-9225-a24d4dc2f406,Econ 499C,Independent Study,3.0,,,,,6,,,,,,,,,
,1bf7a97f-ed1c-4b50-867d-35acf61c68dd,Ed Aca 499,Independent Study,3.0,,,,,6,,,,,,,,,
,89913edb-119b-40a8-b0e0-5b5da294cb36,Ed Aca 499A,Independent Study,3.0,,,,,6,,,,,,,,,
,4c9bceb9-457c-4161-bf5a-d16272081381,Ed Aca 499B,Independent Study,3.0,,,,,6,,,,,,,,,
,17790d4f-5243-45e2-8578-cb5f055da443,Ed Aca 499C,Independent Study,3.0,,,,,6,,,,,,,,,
,a356356a-ae24-4a22-88cd-7dd00ea88cfd,English 111,Introductory Composition and Research,3.0,,,,,6,,,,,,,,,
,b4e8558f-5075-43e3-8aba-8f310e17356d,English 111S,Introductory Composition and Research,3.0,,,,,6,,,,,,,,,
,b03c9dfc-2bfd-4021-bcea-6e67245d27a2,English 200S,Literature and the Fine Arts I (Medieval Period to the Enlightenment),3.0,,,,,6,,,,,,,,,
,5187d80c-c92f-48c5-b78c-8aeb44b272d8,English 211,Literature and Intermediate Composition,3.0,,,,,6,,,,,,,,,
,5097e8a0-7a25-49d4-a4ab-7a916a10637e,English 211S,Literature and Intermediate Composition,3.0,,,,,6,,,,,,,,,
,22462338-90c0-47d8-b25f-4ba32bf51e44,English 212,Literature and Intermediate Composition: Digital Humanities,3.0,,,,,6,,,,,,,,,
,0528af08-2827-4b5d-bc86-c952e2d40d73,English 300,Literary and Linguistic Problems,3.0,,,,,6,,,,,,,,,
,a3e0adbb-df55-4326-92d7-1b8d0c434720,English 303,Classical Literature,3.0,,,,,6,,,,,,,,,
,2c460d75-c310-4b0f-a158-c2ba24319f92,English 308,Medieval and Renaissance Literature,3.0,,,,,6,,,,,,,,,
,ae203038-d410-4e5b-9ac9-5125689d4792,English 313,Seventeenth- and Eighteenth-Century Literature,3.0,,,,,6,,,,,,,,,
,af377268-5203-4bc7-8014-af6d55130432,English 319,Nineteenth-Century Literature,3.0,,,,,6,,,,,,,,,
,2edd95fd-93a0-44b0-8e71-1f2205c9e0ab,English 324,Twentieth-Century Literature,3.0,,,,,6,,,,,,,,,
,803f8fde-e568-471b-9713-e8e9bf8764fc,English 330,Twenty-First-Century Literature,3.0,,,,,6,,,,,,,,,
,2988fa79-0fc4-424d-ba34-e9acdbf7a83b,English 335,Speech and Communication Studies,3.0,,,,,6,,,,,,,,,
,c9d4aef7-e204-4f80-b1e1-30564002877f,English 340,Genre and Form,3.0,,,,,6,,,,,,,,,
,1e21fed6-a1c1-472a-a863-9dd699a4f59b,English 345,Digital Humanities,3.0,,,,,6,,,,,,,,,
,26f14491-61d9-4c69-82dc-918c674c5b13,English 350,World Literature,3.0,,,,,6,,,,,,,,,
,f8df8e5e-3485-4100-9732-37e10920c6ea,English 355,"Literature, Language, and Culture",3.0,,,,,6,,,,,,,,,
,10e62ede-e1f2-4762-8db3-9e788cafcf34,English 360,"Literature, Language, and Sexuality",3.0,,,,,6,,,,,,,,,
,4b668374-f565-480d-8902-4ffee6fa31ac,English 365,"Literature, Language, and Class",3.0,,,,,6,,,,,,,,,
,66cca2ed-6fd5-495c-913b-b5440527930e,English 370,Special Topics in War and Literature,3.0,,,,,6,,,,,,,,,
,7b27aa2e-a9f8-470a-95a1-ae58a1c7e6ae,English 375,"Literature, Language, and Science",3.0,,,,,6,,,,,,,,,
,3aa898a6-009b-4689-831e-3e5aeb13b312,English 380,"Literature, Language, and Politics",3.0,,,,,6,,,,,,,,,
,3de18003-40bf-43fb-91ab-2a5c822e10d9,English 385,"Literature, Language, and Philosophy",3.0,,,,,6,,,,,,,,,
,c8415644-ee57-443f-bbdb-2536da3369c8,English 400S,Literature and the Fine Arts II (Enlightenment to the 20th Century),3.0,,,,,6,,,,,,,,,
,62a882af-7417-4e73-8df3-fc0fad116e43,English 411,War Stories,3.0,,,,,6,,,,,,,,,
,eeba90b6-7a73-4b96-a06e-a1f667c9909b,English 489,Capstone Research,3.0,,,,,6,,,,,,,,,
,32a6f23f-3394-44c8-9fb8-7b1922318ed8,English 490,Capstone Colloquium,3.0,,,,,6,,,,,,,,,
,e1a4bebe-c930-463c-8b2c-24224ba7cbc1,English 495,Special topics,3.0,,,,,6,,,,,,,,,
,7e25c5ab-bd57-49f7-9715-f5404d3ad71c,English 499,Independent Study,3.0,,,,,6,,,,,,,,,
,5d5de2da-3ce8-48e7-a6e4-ea8983a4bc24,English 499A,Independent Study,3.0,,,,,6,,,,,,,,,
